prompts,results
"i have wrist pain, hand or finger swelling, arm pain, knee pain, foot or toe pain, ankle pain, shoulder pain. what disease do i have?",you have tendinitis.
"i have leg pain, wrist pain, arm pain, ankle pain. what disease do i have?",you have tendinitis.
"i have hand or finger swelling, arm pain, knee pain, foot or toe pain, ankle pain. what disease do i have?",you have tendinitis.
"i have hip pain, hand or finger pain, wrist pain, hand or finger swelling, ankle pain, shoulder pain. what disease do i have?",you have tendinitis.
"i have sore throat, vomiting, headache, ear pain, coryza, flu-like syndrome. what disease do i have?",you have common cold.
"i have sore throat, nasal congestion, vomiting, headache, ear pain, chills. what disease do i have?",you have common cold.
"i have sore throat, cough, nasal congestion, fever, chills, coryza. what disease do i have?",you have common cold.
"i have cough, nasal congestion, headache, chills, flu-like syndrome. what disease do i have?",you have common cold.
"i have sore throat, cough, vomiting, headache, wheezing, fever, coryza, flu-like syndrome. what disease do i have?",you have common cold.
"i have sore throat, cough, nasal congestion, vomiting, wheezing, chills, flu-like syndrome. what disease do i have?",you have common cold.
"i have irregular heartbeat, symptoms of eye, blindness. what disease do i have?",you have central retinal artery or vein occlusion.
"i have leg pain, leg cramps or spasms, lymphedema, skin on leg or foot looks infected, fluid retention. what disease do i have?",you have venous insufficiency.
"i have lower abdominal pain, vaginal discharge, pain during pregnancy. what disease do i have?",you have trichomonas infection.
"i have acne or pimples, irregular appearing scalp, skin dryness, peeling, scaliness, or roughness, skin rash. what disease do i have?",you have acne.
"i have acne or pimples, irregular appearing scalp, skin moles, long menstrual periods, skin rash. what disease do i have?",you have acne.
"i have anxiety and nervousness, depressive or psychotic symptoms, hostile behavior, drug abuse, disturbance of memory, delusions or hallucinations, temper problems. what disease do i have?",you have depression.
"i have insomnia, hostile behavior, excessive anger, disturbance of memory. what disease do i have?",you have depression.
"i have anxiety and nervousness, depressive or psychotic symptoms, hostile behavior, drug abuse, temper problems. what disease do i have?",you have depression.
"i have anxiety and nervousness, depression, abusing alcohol, hostile behavior, drug abuse, disturbance of memory, temper problems. what disease do i have?",you have depression.
"i have anxiety and nervousness, abusing alcohol, hostile behavior, disturbance of memory. what disease do i have?",you have depression.
"i have insomnia, abusing alcohol, hostile behavior, excessive anger, temper problems. what disease do i have?",you have depression.
"i have depression, depressive or psychotic symptoms, insomnia, hostile behavior, excessive anger, disturbance of memory, delusions or hallucinations. what disease do i have?",you have depression.
"i have depression, depressive or psychotic symptoms, drug abuse, smoking problems, delusions or hallucinations, sweating, antisocial behavior. what disease do i have?",you have drug abuse.
"i have anxiety and nervousness, depression, hostile behavior, smoking problems, delusions or hallucinations, sweating, antisocial behavior. what disease do i have?",you have drug abuse.
"i have depressive or psychotic symptoms, hostile behavior, drug abuse, smoking problems, sweating. what disease do i have?",you have drug abuse.
"i have depressive or psychotic symptoms, abusing alcohol, delusions or hallucinations, sweating, antisocial behavior. what disease do i have?",you have drug abuse.
"i have suprapubic pain, blood in urine, back pain, side pain, excessive urination at night. what disease do i have?",you have urinary tract obstruction.
"i have painful urination, frequent urination, blood in urine, symptoms of prostate, excessive urination at night. what disease do i have?",you have urinary tract obstruction.
"i have retention of urine, suprapubic pain, sharp abdominal pain, back pain, side pain, excessive urination at night. what disease do i have?",you have urinary tract obstruction.
"i have retention of urine, sharp abdominal pain, painful urination, blood in urine, back pain, symptoms of prostate, excessive urination at night. what disease do i have?",you have urinary tract obstruction.
"i have suprapubic pain, sharp abdominal pain, painful urination, frequent urination, blood in urine, back pain, side pain, excessive urination at night. what disease do i have?",you have urinary tract obstruction.
"i have symptoms of the scrotum and testes, pain in testicles. what disease do i have?",you have varicocele of the testicles.
"i have pain in testicles, mass in scrotum, involuntary urination, lower abdominal pain, skin growth, pain of the anus, infertility. what disease do i have?",you have varicocele of the testicles.
"i have pain in testicles, mass in scrotum, lower abdominal pain, skin growth, infertility. what disease do i have?",you have varicocele of the testicles.
"i have pain in testicles, involuntary urination, lower abdominal pain, pain of the anus. what disease do i have?",you have varicocele of the testicles.
"i have symptoms of the scrotum and testes, swelling of scrotum, lower abdominal pain, skin growth, pain of the anus. what disease do i have?",you have varicocele of the testicles.
"i have symptoms of the scrotum and testes, swelling of scrotum, mass in scrotum, involuntary urination, lower abdominal pain, pain of the anus, groin pain. what disease do i have?",you have varicocele of the testicles.
"i have flatulence, sharp abdominal pain, nausea, diarrhea, lower abdominal pain, burning abdominal pain. what disease do i have?",you have irritable bowel syndrome.
"i have lower abdominal pain, vaginal discharge, intermenstrual bleeding, painful menstruation. what disease do i have?",you have ovarian cyst.
"i have vomiting, nausea, vaginal discharge, intermenstrual bleeding, pelvic pain, painful menstruation. what disease do i have?",you have ovarian cyst.
"i have cough, retention of urine, hand or finger swelling. what disease do i have?",you have parasitic disease.
"i have skin swelling, groin mass, neck mass, back mass or lump, shoulder lump or mass. what disease do i have?",you have lipoma.
"i have groin mass, skin growth, neck mass, back mass or lump, arm lump or mass. what disease do i have?",you have lipoma.
"i have shortness of breath, cough, feeling ill, fatigue, apnea. what disease do i have?",you have pulmonary hypertension.
"i have lip swelling, toothache. what disease do i have?",you have broken tooth.
"i have sore throat, cough, skin swelling, sharp abdominal pain, neck swelling, fever. what disease do i have?",you have lymphadenitis.
"i have sore throat, cough, skin swelling, sharp abdominal pain, neck pain, fever. what disease do i have?",you have lymphadenitis.
"i have diminished hearing, facial pain, neck stiffness or tightness, nosebleed, bleeding from ear. what disease do i have?",you have injury to the face.
"i have diminished hearing, facial pain, neck stiffness or tightness, mouth pain. what disease do i have?",you have injury to the face.
"i have shortness of breath, palpitations, irregular heartbeat, fainting, difficulty breathing. what disease do i have?",you have aortic valve disease.
"i have shortness of breath, sharp chest pain, irregular heartbeat. what disease do i have?",you have aortic valve disease.
"i have wrist swelling, peripheral edema, knee pain. what disease do i have?",you have rheumatoid arthritis.
"i have abnormal appearing skin, mouth ulcer, itching of skin. what disease do i have?",you have impetigo.
"i have mouth ulcer, fever, itching of skin, skin rash, sore in nose. what disease do i have?",you have impetigo.
"i have cough, nasal congestion, skin lesion, mouth ulcer, itching of skin, skin rash, sore in nose. what disease do i have?",you have impetigo.
"i have nasal congestion, mouth ulcer, fever. what disease do i have?",you have impetigo.
"i have fainting, hostile behavior, temper problems, low self-esteem, antisocial behavior. what disease do i have?",you have oppositional disorder.
"i have leg pain, foot or toe pain, foot or toe swelling, lymphedema, foot or toe stiffness or tightness. what disease do i have?",you have diabetic peripheral neuropathy.
